4-1,556-567-677,6,0
4-2,556-567-677,6,0
4-3,556-567-677,6,0
4-4,556-567-677,6,0
4-5,556-567-677,6,0
4-6,556-567-677,6,0
4-7,556-567-677,6,0
4-8,556-567-677,6,0
4-9,556-567-677,6,0
4-10,556-567-677,6,0
4-11,556-567-677,6,0
4-12,556-567-677,6,0
4-13,556-567-677,12,0
4-14,556-567-677,16,0
4-15,556-567-677,6,0
4-16,556-567-677,6,0
4-17,556-567-677,6,0
4-18,556-567-677,6,0
4-19,556-567-677,6,0
4-20,556-567-677,24,0
4-20,556-567-677,6,346
